customer_id,R_score,F_score,M_score,rfm_score,persona
0742-LAFQK,4,5,5,455,Champions
0795-LAFGP,5,5,5,555,Champions
0619-OLYUR,4,5,5,455,Champions
5512-IDZEI,4,4,3,443,Potential Loyalists
0459-SPZHJ,5,5,5,555,Champions
0215-BQKGS,3,3,4,334,Loyal Customers
9244-ZVAPM,2,1,1,211,Lost Customers
0719-SYFRB,3,2,2,322,About to Sleep
8208-EUMTE,4,2,2,422,About to Sleep
5172-MIGPM,2,1,1,211,Lost Customers
1710-RCXUS,3,4,5,345,Loyal Customers
0374-FIUCA,5,5,3,553,Potential Loyalists
5839-SUYVZ,2,2,3,223,Lost Customers
5173-ZXXXL,4,1,1,411,About to Sleep
1096-ADRUX,3,5,5,355,Loyal Customers
2001-MCUUW,3,4,5,345,Loyal Customers
2731-GJRDG,3,3,4,334,Loyal Customers
4723-BEGSG,5,5,5,555,Champions
6516-NKQBO,5,3,4,534,Loyal Customers
8672-OAUPW,4,4,4,444,Champions
8207-DMRVL,4,5,5,455,Champions
3419-SNJJD,2,5,5,255,At Risk
6543-CPZMK,2,2,1,221,Lost Customers
4765-OXPPD,4,2,2,422,About to Sleep
2804-ETQDK,5,5,3,553,Potential Loyalists
6689-VRRTK,3,4,5,345,Loyal Customers
7138-GIRSH,5,4,4,544,Champions
9396-ZSFLL,3,2,2,322,About to Sleep
6464-KEXXH,2,2,1,221,Lost Customers
7134-MJPDY,3,5,5,355,Loyal Customers
5240-CAOYT,3,4,5,345,Loyal Customers
4059-IIEBK,1,2,2,122,Lost Customers
4881-JVQOD,2,2,2,222,Lost Customers
0516-UXRMT,3,5,5,355,Loyal Customers
4851-BQDNX,3,3,4,334,Loyal Customers
5148-HKFIR,5,2,2,522,About to Sleep
1009-IRMNA,3,2,1,321,About to Sleep
3003-CMDUU,2,3,4,234,At Risk
5016-IBERQ,2,3,3,233,At Risk
6797-UCJHZ,3,5,5,355,Loyal Customers
2469-DTSGX,4,5,5,455,Champions
4554-YGZIH,2,4,5,245,At Risk
5099-BAILX,2,4,5,245,At Risk
9931-KGHOA,4,4,4,444,Champions
1775-KWJKQ,5,5,5,555,Champions
7665-VIGUD,4,2,1,421,About to Sleep
9411-TPQQV,4,3,4,434,Loyal Customers
7207-RMRDB,2,5,5,255,At Risk
7954-MLBUN,4,3,4,434,Loyal Customers
2077-DDHJK,5,5,5,555,Champions
4913-EHYUI,3,4,5,345,Loyal Customers
0195-IESCP,1,2,2,122,Lost Customers
9574-BOSMD,5,5,3,553,Potential Loyalists
4580-TMHJU,3,4,4,344,Loyal Customers
0970-ETWGE,1,1,1,111,Lost Customers
4908-XAXAY,3,4,4,344,Loyal Customers
8404-VLQFB,3,2,2,322,About to Sleep
1626-ERCMM,1,2,3,123,Lost Customers
0887-HJGAR,1,1,1,111,Lost Customers
2391-IPLOP,4,4,4,444,Champions
5644-PDMZC,1,1,1,111,Lost Customers
3509-GWQGF,2,3,3,233,At Risk
9576-ANLXO,1,1,1,111,Lost Customers
2024-BASKD,1,1,1,111,Lost Customers
5845-BZZIB,5,3,2,532,Potential Loyalists
1140-UKVZG,4,2,2,422,About to Sleep
4160-AMJTL,3,2,1,321,About to Sleep
5183-SNMJQ,1,2,2,122,Lost Customers
8100-PNJMH,5,5,5,555,Champions
7838-LAZFO,4,4,4,444,Champions
4464-JCOLN,4,1,1,411,About to Sleep
2085-JVGAD,4,3,2,432,Potential Loyalists
5650-VDUDS,2,1,1,211,Lost Customers
8095-WANWK,3,2,2,322,About to Sleep
3030-ZKIWL,3,1,1,311,About to Sleep
9565-FLVCG,5,5,4,554,Champions
8755-OGKNA,5,4,3,543,Potential Loyalists
2800-VEQXM,1,1,1,111,Lost Customers
7538-GWHML,1,1,1,111,Lost Customers
5533-RJFTJ,3,4,3,343,Potential Loyalists
3859-CVCET,3,1,1,311,About to Sleep
0214-JHPFW,5,5,4,554,Champions
5642-MHDQT,5,4,3,543,Potential Loyalists
3088-FVYWK,5,4,3,543,Potential Loyalists
3276-HDUEG,1,1,1,111,Lost Customers
9092-GDZKO,3,3,2,332,Potential Loyalists
0823-HSCDJ,2,4,4,244,At Risk
3729-OWRVL,4,5,5,455,Champions
2324-AALNO,5,4,3,543,Potential Loyalists
0822-GAVAP,1,1,1,111,Lost Customers
5760-IFJOZ,1,1,2,112,Lost Customers
2826-UWHIS,3,4,4,344,Loyal Customers
1448-PWKYE,1,1,1,111,Lost Customers
7501-IWUNG,5,5,5,555,Champions
4957-TREIR,2,1,1,211,Lost Customers
7251-LJBQN,2,3,4,234,At Risk
8040-MNRTF,1,1,1,111,Lost Customers
1536-HBSWP,1,1,1,111,Lost Customers
5313-FPXWG,4,4,3,443,Potential Loyalists
0067-DKWBL,2,1,1,211,Lost Customers
0946-FKYTX,4,4,3,443,Potential Loyalists
5076-YVXCM,2,4,4,244,At Risk
8262-COGGB,2,1,1,211,Lost Customers
6663-JOCQO,4,3,4,434,Loyal Customers
9620-QJREV,5,4,3,543,Potential Loyalists
2276-YDAVZ,1,1,2,112,Lost Customers
2682-KEVRP,4,3,2,432,Potential Loyalists
2480-JZOSN,2,1,1,211,Lost Customers
0078-XZMHT,5,5,5,555,Champions
5896-NPFWW,2,1,1,211,Lost Customers
9978-HYCIN,3,4,4,344,Loyal Customers
8338-QIUNR,5,5,5,555,Champions
1525-LNLOJ,5,5,4,554,Champions
9450-TRJUU,2,3,4,234,At Risk
1766-GKNMI,1,3,4,134,At Risk
6942-LBFDP,3,1,1,311,About to Sleep
1456-TWCGB,3,1,1,311,About to Sleep
7133-VBDCG,3,3,3,333,Potential Loyalists
7596-ZYWBB,5,5,4,554,Champions
8329-UTMVM,2,3,4,234,At Risk
3014-WJKSM,2,3,4,234,At Risk
3347-YJZZE,3,3,4,334,Loyal Customers
1029-QFBEN,3,1,1,311,About to Sleep
7929-DMBCV,2,2,3,223,Lost Customers
9661-JALZV,5,4,3,543,Potential Loyalists
5433-KYGHE,2,2,3,223,Lost Customers
4312-KFRXN,5,5,3,553,Potential Loyalists
5575-TPIZQ,2,4,4,244,At Risk
0114-IGABW,5,5,4,554,Champions
9944-AEXBM,2,3,4,234,At Risk
1853-ARAAQ,2,3,3,233,At Risk
6952-OMNWB,2,5,5,255,At Risk
4697-LUPSU,4,1,1,411,About to Sleep
8434-VGEQQ,5,5,3,553,Potential Loyalists
4952-YSOGZ,1,1,2,112,Lost Customers
1589-AGTLK,2,1,1,211,Lost Customers
5244-IRFIH,1,3,4,134,At Risk
6549-YMFAW,3,2,1,321,About to Sleep
4950-HKQTE,5,3,2,532,Potential Loyalists
6786-OBWQR,1,1,2,112,Lost Customers
2684-EIWEO,3,3,4,334,Loyal Customers
2753-JMMCV,5,5,5,555,Champions
6439-GTPCA,2,4,4,244,At Risk
6621-YOBKI,3,1,1,311,About to Sleep
1216-JWVUX,2,3,3,233,At Risk
7564-GHCVB,5,5,5,555,Champions
1173-NOEYG,2,3,4,234,At Risk
7595-EHCDL,3,3,3,333,Potential Loyalists
6647-ZEDXT,3,3,4,334,Loyal Customers
2521-NPUZR,5,5,5,555,Champions
1307-TVUFB,2,4,4,244,At Risk
7503-MIOGA,5,5,5,555,Champions
4381-MHQDC,5,4,4,544,Champions
6923-JHPMP,1,1,1,111,Lost Customers
5138-WVKYJ,1,2,3,123,Lost Customers
4018-PPNDW,5,5,3,553,Potential Loyalists
1635-FJFCC,2,1,1,211,Lost Customers
2499-AJYUA,4,5,5,455,Champions
6919-ELBGL,4,5,5,455,Champions
3966-HRMZA,1,1,1,111,Lost Customers
6425-JWTDV,5,4,2,542,Potential Loyalists
8405-IGQFX,4,5,5,455,Champions
8224-IVVPA,4,3,3,433,Potential Loyalists
9477-LGWQI,5,5,5,555,Champions
1410-RSCMR,3,2,2,322,About to Sleep
3115-CZMZD,3,1,1,311,About to Sleep
0139-IVFJG,1,1,1,111,Lost Customers
6683-VLCTZ,1,2,3,123,Lost Customers
5730-DBDSI,5,5,3,553,Potential Loyalists
0030-FNXPP,3,1,1,311,About to Sleep
2189-WWOEW,2,2,3,223,Lost Customers
5684-FJVYR,5,5,5,555,Champions
4013-GUXND,3,1,1,311,About to Sleep
1894-IGFSG,2,3,3,233,At Risk
7379-POKDZ,1,1,1,111,Lost Customers
1266-NZYUI,5,5,5,555,Champions
7969-FFOWG,5,5,3,553,Potential Loyalists
4718-DHSMV,2,2,2,222,Lost Customers
5175-WLYXL,2,3,3,233,At Risk
7817-OMJNA,4,2,2,422,About to Sleep
8728-SKJLR,2,4,4,244,At Risk
3137-NYQQI,4,2,3,423,About to Sleep
7706-DZNKK,3,2,1,321,About to Sleep
0236-HFWSV,1,2,3,123,Lost Customers
3900-AQPHZ,3,1,1,311,About to Sleep
5842-POCOP,1,1,2,112,Lost Customers
2037-XJFUP,2,3,4,234,At Risk
8823-RLPWL,4,5,5,455,Champions
9505-SQFSW,2,1,1,211,Lost Customers
7314-OXENN,1,1,1,111,Lost Customers
3758-CKOQL,3,4,5,345,Loyal Customers
0322-CHQRU,2,1,1,211,Lost Customers
5676-CFLYY,5,5,5,555,Champions
7521-AFHAB,3,1,1,311,About to Sleep
0285-INHLN,4,3,3,433,Potential Loyalists
4678-DVQEO,1,1,1,111,Lost Customers
5125-CNDSP,5,5,4,554,Champions
0691-IFBQW,2,4,5,245,At Risk
4992-LTJNE,5,5,4,554,Champions
2202-OUTMO,3,3,3,333,Potential Loyalists
0810-BDHAW,3,3,3,333,Potential Loyalists
0229-LFJAF,5,5,5,555,Champions
7131-ZQZNK,5,4,4,544,Champions
3442-ZHHCC,4,5,5,455,Champions
5726-CVNYA,5,2,1,521,About to Sleep
9871-ELEYA,5,3,4,534,Loyal Customers
4257-GAESD,2,1,2,212,Lost Customers
5173-WXOQV,2,1,1,211,Lost Customers
2040-OBMLJ,3,3,4,334,Loyal Customers
6286-ZHAOK,4,2,2,422,About to Sleep
3807-XHCJH,2,1,1,211,Lost Customers
3009-JWMPU,2,5,5,255,At Risk
5671-RQRLP,4,5,5,455,Champions
1450-GALXR,1,2,3,123,Lost Customers
8859-AXJZP,5,3,2,532,Potential Loyalists
3174-AKMAS,5,4,4,544,Champions
3138-BKYAV,1,1,2,112,Lost Customers
9926-PJHDQ,4,5,5,455,Champions
7382-DFJTU,3,2,3,323,About to Sleep
2798-NYLMZ,4,5,5,455,Champions
4289-DTDKW,1,3,4,134,At Risk
1820-TQVEV,1,1,1,111,Lost Customers
2239-JALAW,3,4,5,345,Loyal Customers
4853-RULSV,4,5,5,455,Champions
8098-TDCBU,5,4,3,543,Potential Loyalists
3551-GAEGL,4,3,2,432,Potential Loyalists
4785-NKHCX,3,1,1,311,About to Sleep
3196-NVXLZ,2,3,4,234,At Risk
6275-YDUVO,1,1,1,111,Lost Customers
0036-IHMOT,3,4,5,345,Loyal Customers
0115-TFERT,1,3,4,134,At Risk
4178-EGMON,4,5,5,455,Champions
4220-TINQT,2,5,5,255,At Risk
5318-YKDPV,5,4,4,544,Champions
7975-TZMLR,2,4,5,245,At Risk
0295-QVKPB,2,1,2,212,Lost Customers
4335-BSMJS,5,5,3,553,Potential Loyalists
2311-QYMUQ,2,2,3,223,Lost Customers
3643-AHCFP,1,2,2,122,Lost Customers
9146-JRIOX,4,2,2,422,About to Sleep
3104-OWCGK,3,4,5,345,Loyal Customers
5337-IIWKZ,3,3,3,333,Potential Loyalists
9101-BWFSS,3,4,5,345,Loyal Customers
9650-VBUOG,5,3,3,533,Potential Loyalists
3487-EARAT,5,5,5,555,Champions
2672-TGEFF,2,3,4,234,At Risk
9231-ZJYAM,1,1,2,112,Lost Customers
4250-WAROZ,2,4,5,245,At Risk
8184-WMOFI,5,5,5,555,Champions
6982-SSHFK,2,1,1,211,Lost Customers
6092-QZVPP,3,3,4,334,Loyal Customers
4625-LAMOB,5,4,2,542,Potential Loyalists
0727-BMPLR,2,4,5,245,At Risk
0392-BZIUW,4,5,5,455,Champions
1038-ZAGBI,4,2,1,421,About to Sleep
6549-NNDYT,3,2,2,322,About to Sleep
3027-ZTDHO,1,1,1,111,Lost Customers
0422-OHQHQ,4,2,2,422,About to Sleep
6916-HIJSE,5,5,5,555,Champions
2316-ESMLS,4,2,2,422,About to Sleep
9778-OGKQZ,5,5,5,555,Champions
7408-OFWXJ,5,5,5,555,Champions
6007-TCTST,4,5,5,455,Champions
2252-NKNSI,5,4,4,544,Champions
8713-IGZSO,3,1,1,311,About to Sleep
7905-TVXTA,2,1,2,212,Lost Customers
7695-PKLCZ,5,5,3,553,Potential Loyalists
2382-BCKQJ,3,5,5,355,Loyal Customers
8374-UULRV,5,5,5,555,Champions
2207-NHRJK,2,1,1,211,Lost Customers
3224-DFQNQ,4,5,5,455,Champions
5275-PMFUT,5,5,5,555,Champions
4795-UXVCJ,5,3,2,532,Potential Loyalists
9777-IQHWP,4,5,5,455,Champions
0947-MUGVO,2,2,3,223,Lost Customers
9944-HKVVB,1,1,2,112,Lost Customers
4124-MMETB,1,3,4,134,At Risk
3671-SHRSP,1,1,2,112,Lost Customers
0979-MOZQI,4,5,4,454,Champions
2732-ISEZX,3,1,1,311,About to Sleep
3313-QKNKB,3,4,5,345,Loyal Customers
0323-XWWTN,4,1,1,411,About to Sleep
1937-OTUKY,4,5,5,455,Champions
1573-LGXBA,3,4,5,345,Loyal Customers
1764-VUUMT,5,5,3,553,Potential Loyalists
5073-WXOYN,2,4,4,244,At Risk
4713-ZBURT,4,4,5,445,Champions
3050-GBUSH,1,1,1,111,Lost Customers
0207-MDKNV,2,2,3,223,Lost Customers
7876-AEHIG,4,4,4,444,Champions
7945-HLKEA,4,4,4,444,Champions
9342-VNIMQ,3,3,3,333,Potential Loyalists
9851-KIELU,1,2,3,123,Lost Customers
3523-BRGUW,4,3,2,432,Potential Loyalists
3908-BLSYF,1,1,2,112,Lost Customers
3199-NPKCN,3,5,5,355,Loyal Customers
5170-PTRKA,4,4,3,443,Potential Loyalists
4661-NJEUX,2,1,1,211,Lost Customers
2123-AGEEN,1,2,2,122,Lost Customers
1258-YMZNM,2,3,4,234,At Risk
0048-LUMLS,3,3,4,334,Loyal Customers
7549-MYGPK,3,5,5,355,Loyal Customers
5898-IGSLP,3,3,4,334,Loyal Customers
3804-RVTGV,2,4,5,245,At Risk
6259-WJQLC,2,3,4,234,At Risk
9227-LUNBG,1,1,1,111,Lost Customers
7997-EASSD,3,5,5,355,Loyal Customers
0730-KOAVE,2,3,4,234,At Risk
8975-SKGRX,4,5,5,455,Champions
0678-RLHVP,3,4,5,345,Loyal Customers
4315-MURBD,2,2,3,223,Lost Customers
2267-FPIMA,2,4,5,245,At Risk
1051-GEJLJ,3,1,1,311,About to Sleep
9734-YWGEX,1,2,2,122,Lost Customers
2719-BDAQO,2,2,3,223,Lost Customers
5285-MVEHD,3,4,5,345,Loyal Customers
0379-DJQHR,5,5,5,555,Champions
0781-LKXBR,1,2,2,122,Lost Customers
5543-QDCRY,2,1,1,211,Lost Customers
0297-RBCSG,4,2,3,423,About to Sleep
4694-PHWFW,4,2,1,421,About to Sleep
0835-JKADZ,4,5,5,455,Champions
1907-UBQFC,1,2,2,122,Lost Customers
7508-SMHXL,2,2,3,223,Lost Customers
3865-YIOTT,3,5,5,355,Loyal Customers
5993-BQHEA,4,2,2,422,About to Sleep
6024-RUGGH,5,5,3,553,Potential Loyalists
6513-EECDB,1,1,1,111,Lost Customers
3956-CJUST,2,3,3,233,At Risk
4079-WWQQQ,5,5,5,555,Champions
6103-BOCOU,2,3,4,234,At Risk
5149-TGWDZ,3,3,4,334,Loyal Customers
7471-WNSUF,5,4,3,543,Potential Loyalists
8942-DBMHZ,4,2,1,421,About to Sleep
4301-VVZKA,1,2,3,123,Lost Customers
9199-PWQVC,4,5,5,455,Champions
4824-GUCBY,3,3,3,333,Potential Loyalists
5393-HJZSM,4,3,4,434,Loyal Customers
7074-IEVOJ,1,1,1,111,Lost Customers
9625-QSTYE,2,2,3,223,Lost Customers
0862-PRCBS,4,5,5,455,Champions
8812-ZRHFP,3,3,4,334,Loyal Customers
5146-CBVOE,2,2,3,223,Lost Customers
0454-OKRCT,4,3,4,434,Loyal Customers
5787-KXGIY,5,5,3,553,Potential Loyalists
4750-ZRXIU,1,1,2,112,Lost Customers
4198-VFOEA,3,2,2,322,About to Sleep
6630-UJZMY,1,1,2,112,Lost Customers
5709-LVOEQ,1,1,1,111,Lost Customers
6400-BWQKW,1,1,2,112,Lost Customers
2692-AQCPF,3,5,5,355,Loyal Customers
0347-UBKUZ,4,2,2,422,About to Sleep
0835-DUUIQ,5,3,2,532,Potential Loyalists
0811-GSDTP,3,2,2,322,About to Sleep
7567-ECMCM,2,3,3,233,At Risk
6115-ZTBFQ,5,5,5,555,Champions
6353-BRMMA,2,4,5,245,At Risk
6680-WKXRZ,1,1,1,111,Lost Customers
6231-WFGFH,3,1,1,311,About to Sleep
9904-EHEVJ,2,3,4,234,At Risk
7028-DVOIQ,1,3,4,134,At Risk
6169-PPETC,5,3,2,532,Potential Loyalists
4208-UFFGW,2,1,1,211,Lost Customers
8584-KMVXD,2,2,2,222,Lost Customers
8467-WYNSR,4,3,3,433,Potential Loyalists
0851-DFJKB,3,2,3,323,About to Sleep
5382-SOYZL,1,3,4,134,At Risk
9448-REEVD,2,1,1,211,Lost Customers
3261-CQXOL,5,5,3,553,Potential Loyalists
8388-FYNPZ,2,1,1,211,Lost Customers
4002-BQWPQ,4,3,3,433,Potential Loyalists
5651-YLPRD,2,3,4,234,At Risk
2826-DXLQO,2,2,1,221,Lost Customers
4378-BZYFP,4,2,2,422,About to Sleep
9489-UTFKA,3,2,2,322,About to Sleep
4849-PYRLQ,5,4,4,544,Champions
9117-SHLZX,1,1,1,111,Lost Customers
9889-TMAHG,2,2,2,222,Lost Customers
4541-RMRLG,3,2,1,321,About to Sleep
7764-BDPEE,3,1,1,311,About to Sleep
3429-IFLEM,5,5,5,555,Champions
3158-MOERK,1,1,1,111,Lost Customers
7294-TMAOP,1,1,1,111,Lost Customers
5002-GCQFH,2,4,5,245,At Risk
0556-FJEGU,5,4,4,544,Champions
8919-FYFQZ,3,4,3,343,Potential Loyalists
0604-THJFP,5,4,5,545,Champions
2834-JRTUA,4,5,5,455,Champions
5875-YPQFJ,1,1,1,111,Lost Customers
5879-SESNB,1,2,2,122,Lost Customers
6646-QVXLR,2,5,5,255,At Risk
6461-PPAXN,4,3,3,433,Potential Loyalists
3318-ISQFQ,4,2,2,422,About to Sleep
1106-HRLKZ,5,3,2,532,Potential Loyalists
2483-XSSMZ,4,3,3,433,Potential Loyalists
8603-IJWDN,1,1,1,111,Lost Customers
8165-ZJRNM,5,5,3,553,Potential Loyalists
9369-XFEHK,2,3,4,234,At Risk
2604-XVDAM,3,2,2,322,About to Sleep
3717-OFRTN,3,1,1,311,About to Sleep
9046-JBFWA,4,3,2,432,Potential Loyalists
3280-NMUVX,5,3,2,532,Potential Loyalists
1206-EHBDD,5,4,5,545,Champions
8361-LBRDI,5,4,3,543,Potential Loyalists
4883-KCPZJ,5,3,2,532,Potential Loyalists
9108-EQPNQ,5,2,1,521,About to Sleep
7277-KAMWT,5,2,2,522,About to Sleep
3842-IYKUE,3,3,4,334,Loyal Customers
6641-XRPSU,2,3,4,234,At Risk
1374-DMZUI,1,1,2,112,Lost Customers
2545-LXYVJ,5,5,3,553,Potential Loyalists
3234-VKACU,1,1,1,111,Lost Customers
8357-EQXFO,1,2,2,122,Lost Customers
1989-PRJHP,1,3,3,133,At Risk
8120-JDCAM,1,1,2,112,Lost Customers
8917-FAEMR,5,3,2,532,Potential Loyalists
7047-YXDMZ,4,3,2,432,Potential Loyalists
2858-EIMXH,2,4,5,245,At Risk
9524-EGPJC,1,2,3,123,Lost Customers
6993-OHLXR,1,1,1,111,Lost Customers
8818-XYFCQ,2,3,4,234,At Risk
6419-ZTTLE,4,3,2,432,Potential Loyalists
0929-HYQEW,2,1,1,211,Lost Customers
6614-YOLAC,5,5,4,554,Champions
7426-RHZGU,1,2,2,122,Lost Customers
4065-JJAVA,2,1,1,211,Lost Customers
4695-VADHF,3,2,3,323,About to Sleep
3863-IUBJR,3,2,2,322,About to Sleep
7649-SIJJF,5,5,5,555,Champions
9361-YNQWJ,5,5,3,553,Potential Loyalists
3748-FVMZZ,1,1,1,111,Lost Customers
9391-TTOYH,4,3,2,432,Potential Loyalists
1452-XRSJV,4,3,4,434,Loyal Customers
3422-WJOYD,4,3,3,433,Potential Loyalists
8242-SOQUO,1,1,2,112,Lost Customers
7460-ITWWP,2,4,4,244,At Risk
7147-AYBAA,3,3,4,334,Loyal Customers
7868-TMWMZ,4,4,5,445,Champions
4822-RVYBB,1,2,2,122,Lost Customers
6732-FZUGP,3,4,5,345,Loyal Customers
8436-BJUMM,1,3,4,134,At Risk
4184-TJFAN,1,1,2,112,Lost Customers
8329-GWVPJ,3,4,4,344,Loyal Customers
1352-VHKAJ,3,3,3,333,Potential Loyalists
4145-UQXUQ,1,2,2,122,Lost Customers
2632-TACXW,5,5,3,553,Potential Loyalists
8146-QQKZH,5,5,5,555,Champions
1767-CJKBA,5,5,3,553,Potential Loyalists
6445-TNRXS,4,5,5,455,Champions
4581-LNWUM,2,2,2,222,Lost Customers
4869-EPIUS,3,4,5,345,Loyal Customers
9948-YPTDG,3,3,4,334,Loyal Customers
1236-WFCDV,1,2,3,123,Lost Customers
1915-OAKWD,4,2,2,422,About to Sleep
7296-PIXQY,2,2,3,223,Lost Customers
4883-QICIH,3,3,4,334,Loyal Customers
3354-OADJP,4,2,2,422,About to Sleep
3524-WQDSG,2,4,4,244,At Risk
0810-DHDBD,4,4,4,444,Champions
4026-SKKHW,2,1,1,211,Lost Customers
2829-HYVZP,4,3,2,432,Potential Loyalists
8329-IBCTI,3,1,1,311,About to Sleep
1271-SJBGZ,2,2,2,222,Lost Customers
3845-JHAMY,2,2,2,222,Lost Customers
7013-PSXHK,3,3,4,334,Loyal Customers
5669-SRAIP,2,1,1,211,Lost Customers
5981-ITEMU,2,3,4,234,At Risk
3486-NPGST,5,3,2,532,Potential Loyalists
6941-PMGEP,1,1,2,112,Lost Customers
1624-WOIWJ,2,2,2,222,Lost Customers
2074-GKOWZ,1,1,1,111,Lost Customers
0376-YMCJC,1,3,3,133,At Risk
6100-FJZDG,4,3,2,432,Potential Loyalists
4829-ZLJTK,4,5,5,455,Champions
1730-VFMWO,4,3,3,433,Potential Loyalists
7143-BQIBA,3,2,2,322,About to Sleep
3800-LYTRK,4,2,2,422,About to Sleep
0634-SZPQA,2,3,4,234,At Risk
9646-NMHXE,5,4,3,543,Potential Loyalists
7030-NJVDP,2,3,4,234,At Risk
5536-RTPWK,2,4,5,245,At Risk
8883-GRDWQ,4,2,3,423,About to Sleep
6166-ILMNY,1,1,1,111,Lost Customers
3097-NNSPB,2,1,1,211,Lost Customers
7771-ZONAT,4,3,3,433,Potential Loyalists
0655-RBDUG,1,2,2,122,Lost Customers
2111-DWYHN,3,1,1,311,About to Sleep
4194-WHFCB,3,4,5,345,Loyal Customers
4121-AGSIN,5,4,3,543,Potential Loyalists
4361-BKAXE,2,4,5,245,At Risk
9845-PEEKO,4,4,5,445,Champions
0455-XFASS,1,1,1,111,Lost Customers
0301-KOBTQ,5,3,2,532,Potential Loyalists
1751-NCDLI,1,4,5,145,At Risk
4367-NUYAO,3,1,1,311,About to Sleep
9878-TNQGW,1,1,1,111,Lost Customers
9170-ARBTB,5,4,3,543,Potential Loyalists
4441-NIHPT,1,2,3,123,Lost Customers
8999-BOHSE,1,2,3,123,Lost Customers
7241-AJHFS,3,3,4,334,Loyal Customers
7029-RPUAV,1,2,3,123,Lost Customers
4546-FOKWR,2,2,3,223,Lost Customers
9036-CSKBW,3,4,5,345,Loyal Customers
5832-TRLPB,4,3,4,434,Loyal Customers
8590-YFFQO,5,5,5,555,Champions
8659-IOOPU,4,5,5,455,Champions
1338-CECEE,4,4,4,444,Champions
7439-DKZTW,1,1,1,111,Lost Customers
4646-QZXTF,3,2,2,322,About to Sleep
4607-CHPCA,2,3,4,234,At Risk
9742-XOKTS,4,5,5,455,Champions
6921-OZMFH,2,1,1,211,Lost Customers
9578-FOMUK,3,2,2,322,About to Sleep
4712-UYOOI,4,2,2,422,About to Sleep
8824-RWFXJ,2,1,1,211,Lost Customers
7722-CVFXN,3,4,5,345,Loyal Customers
8717-VCTXJ,5,4,2,542,Potential Loyalists
7363-QTBIW,1,2,2,122,Lost Customers
4159-NAAIX,4,5,5,455,Champions
0971-QIFJK,5,5,3,553,Potential Loyalists
9397-TZSHA,5,5,3,553,Potential Loyalists
3391-JSQEW,3,3,4,334,Loyal Customers
0343-QLUZP,5,4,4,544,Champions
9763-PDTKK,2,1,2,212,Lost Customers
2176-LVPNX,5,5,5,555,Champions
7627-JKIAZ,2,3,4,234,At Risk
3312-UUMZW,2,3,4,234,At Risk
1271-UODNO,5,3,4,534,Loyal Customers
8461-EFQYM,4,3,2,432,Potential Loyalists
6900-RBKER,3,4,5,345,Loyal Customers
6891-JPYFF,2,4,5,245,At Risk
1459-QNFQT,5,5,4,554,Champions
1047-NNCBF,2,2,3,223,Lost Customers
3696-XRIEN,4,4,4,444,Champions
4081-DYXAV,3,2,2,322,About to Sleep
0074-HDKDG,4,3,3,433,Potential Loyalists
8791-GFXLZ,3,2,2,322,About to Sleep
8111-SLLHI,1,3,4,134,At Risk
0927-LCSMG,2,2,2,222,Lost Customers
9330-DHBFL,4,3,3,433,Potential Loyalists
0098-BOWSO,4,3,2,432,Potential Loyalists
3452-ABWRL,2,4,4,244,At Risk
5859-HZYLF,5,3,2,532,Potential Loyalists
8257-RZAHR,3,2,3,323,About to Sleep
5293-WXJAK,1,2,3,123,Lost Customers
3156-QLHBO,3,1,1,311,About to Sleep
2208-NQBCT,3,3,4,334,Loyal Customers
1779-PWPMG,4,5,5,455,Champions
6621-NRZAK,5,5,3,553,Potential Loyalists
0831-JNISG,5,5,3,553,Potential Loyalists
0774-IFUVM,3,2,2,322,About to Sleep
3082-WQRVY,4,2,1,421,About to Sleep
9553-DLCLU,4,2,3,423,About to Sleep
1641-BYBTK,3,1,1,311,About to Sleep
2460-NGXBJ,1,2,2,122,Lost Customers
2446-ZKVAF,3,2,3,323,About to Sleep
0841-NULXI,1,1,1,111,Lost Customers
3522-CDKHF,3,3,4,334,Loyal Customers
1430-SFQSA,4,3,3,433,Potential Loyalists
0411-EZJZE,1,1,1,111,Lost Customers
7851-WZEKY,1,1,1,111,Lost Customers
8844-TONUD,1,2,3,123,Lost Customers
8807-ARQET,2,4,3,243,At Risk
8992-CEUEN,2,1,1,211,Lost Customers
4320-QMLLA,2,2,2,222,Lost Customers
8777-PVYGU,4,4,4,444,Champions
8292-ITGYJ,5,4,3,543,Potential Loyalists
6870-ZWMNX,5,5,5,555,Champions
0621-CXBKL,5,4,3,543,Potential Loyalists
5268-DSMNQ,3,5,5,355,Loyal Customers
5334-JLAXU,2,4,5,245,At Risk
4086-YQSNZ,1,1,1,111,Lost Customers
6242-MBHPK,1,3,4,134,At Risk
5868-CZJDR,1,1,1,111,Lost Customers
9359-UGBTK,5,5,5,555,Champions
0135-NMXAP,1,2,3,123,Lost Customers
4782-OSFXZ,5,5,5,555,Champions
6479-OAUSD,5,3,2,532,Potential Loyalists
7129-ACFOG,2,1,2,212,Lost Customers
4189-NAKJS,3,3,3,333,Potential Loyalists
5562-BETPV,3,1,1,311,About to Sleep
1282-IHQAC,4,5,4,454,Champions
9127-FHJBZ,4,5,5,455,Champions
6270-OMFIW,3,4,5,345,Loyal Customers
1641-RQDAY,1,3,4,134,At Risk
0107-WESLM,2,1,1,211,Lost Customers
6994-ORCWG,3,2,2,322,About to Sleep
1346-UFHAX,2,2,3,223,Lost Customers
3992-YWPKO,1,1,2,112,Lost Customers
